Adjusted Average Daily Traffic Amount,At Intersection Flag,Construction Zone Flag,Crash Month,Day of Week_0,Day of Week_1,Day of Week_2,Hour of Day,Latitude,Light Condition_0,Light Condition_1,Light Condition_2,Longitude,Percentage of Single Unit Truck Average Daily Traffic,Road Class_0,Road Class_1,Road Class_2,Rural Flag,Speed Limit,Weather Condition_0,Weather Condition_1,Weather Condition_2,Weather Condition_3,crash_count_7d,crash_count_30d,road_curvature,number_of_lanes,label
145111,False,False,1,0,0,1,0,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,1,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,2,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,3,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,4,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,5,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,6,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,7,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,8,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,9,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,10,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,11,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,12,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,13,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,14,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,15,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,16,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,17,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,18,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,19,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,1
145111,False,False,1,0,0,1,20,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,21,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,22,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,1,0,0,1,23,32.83013931,0,0,1,-96.88989975,3.9,0,1,1,False,65,0,1,1,0,0,0,0.19977177612861396,4,0
145111,False,False,11,1,0,0,0,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,1
145111,False,False,11,1,0,0,1,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,2,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,3,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,4,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,5,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,6,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,7,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,8,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,9,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,10,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,11,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,12,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,13,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,14,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,15,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,16,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,17,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,18,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,19,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,20,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,21,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,22,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
145111,False,False,11,1,0,0,23,32.82983013,0,0,1,-96.88847522,3.9,0,1,1,False,45,0,0,0,1,0,0,2.5486199356742816,3,0
